orth,phon,type,freq,log_freq
malt,/molt/,#,1,1.098612289
man,/m@n/,#,1207,7.097548851
mane,/mAn/,#,1,1.098612289
manse,/m@ns/,#,1,1.098612289
map,/m@p/,#,13,2.708050201
mar,/mar/,#,1,1.098612289
march,/marC/,#,120,4.804021045
mare,/mAr/,#,16,2.890371758
mark,/mark/,#,83,4.442651256
marsh,/marS/,#,4,1.791759469
mart,/mart/,#,2,1.386294361
mash,/m@S/,#,1,1.098612289
mask,/m@sk/,REG,9,2.397895273
mass,/m@s/,#,110,4.718498871
mast,/m@st/,#,6,2.079441542
mat,/m@t/,#,5,1.945910149
match,/m@C/,#,41,3.761200116
mate,/mAt/,#,21,3.135494216
math,/m@T/,LRIC,4,1.791759469
mauve,/mOv/,#,1,1.098612289
maw,/mo/,#,2,1.386294361
max,/m@ks/,#,1,1.098612289
may,/mA/,#,1400,7.245655068
maze,/mAz/,#,6,2.079441542
me,/mE/,#,1181,7.075808864
mead,/mEd/,#,2,1.386294361
meal,/mEl/,#,30,3.465735903
mean,/mEn/,#,199,5.303304908
meant,/ment/,#,100,4.624972813
meat,/mEt/,HRI,45,3.850147602
meek,/mEk/,#,10,2.48490665
meet,/mEt/,#,148,5.010635294
meld,/meld/,#,1,1.098612289
melt,/melt/,#,4,1.791759469
men,/men/,#,763,6.639875834
mend,/mend/,#,2,1.386294361
mere,/mEr/,#,47,3.891820298
merge,/murj/,#,10,2.48490665
mesh,/meS/,#,4,1.791759469
mess,/mes/,#,22,3.17805383
met,/met/,#,132,4.8978398
mew,/myU/,#,1,1.098612289
mice,/mIs/,#,10,2.48490665
mid,/mid/,#,2,1.386294361
midst,/midst/,#,19,3.044522438
mig,/mig/,#,1,1.098612289
might,/mIt/,#,672,6.513230111
mike,/mIk/,#,91,4.532599493
mil,/mil/,#,1,1.098612289
mild,/mIld/,#,14,2.772588722
mile,/mIl/,HFRIC,48,3.912023005
milk,/milk/,#,49,3.931825633
mill,/mil/,#,11,2.564949357
mime,/mIm/,#,1,1.098612289
mince,/mins/,REG,1,1.098612289
mind,/mInd/,#,325,5.789960171
mine,/mIn/,#,59,4.110873864
mink,/miNk/,#,5,1.945910149
mint,/mint/,#,7,2.197224577
mirth,/murT/,#,2,1.386294361
miss,/mis/,#,258,5.560681631
mist,/mist/,LRICCON,14,2.772588722
mite,/mIt/,REG,1,1.098612289
mitt,/mit/,#,1,1.098612289
mix,/miks/,LRIC,13,2.708050201
moan,/mOn/,#,1,1.098612289
moat,/mOt/,#,1,1.098612289
mob,/mab/,#,10,2.48490665
mock,/mak/,#,8,2.302585093
mode,/mOd/,#,21,3.135494216
moist,/mYst/,LRIC,11,2.564949357
mold,/mOld/,#,45,3.850147602
mole,/mOl/,LRIC,4,1.791759469
moll,/mal/,#,5,1.945910149
mom,/mam/,#,3,1.609437912
monk,/m^Nk/,EXPT,16,2.890371758
month,/m^nT/,HSTR,130,4.882801923
moo,/mU/,#,1,1.098612289
mood,/mUd/,#,37,3.663561646
moon,/mUn/,#,60,4.127134385
moose,/mUs/,LFRI,1,1.098612289
moot,/mUt/,#,1,1.098612289
mop,/map/,#,3,1.609437912
mope,/mOp/,#,1,1.098612289
more,/mOr/,#,2216,7.704361168
morn,/mOrn/,#,1,1.098612289
mosk,/mask/,#,3,1.609437912
moss,/mos/,#,9,2.397895273
most,/mOst/,#,1160,7.057897937
moth,/moT/,LFRI,1,1.098612289
mould,/mOld/,#,1,1.098612289
mount,/mWnt/,#,26,3.33220451
mourn,/mOrn/,#,2,1.386294361
mouse,/mWs/,LFRI,10,2.48490665
mouth,/mWT/,#,103,4.65396035
move,/mUv/,HFE,171,5.153291594
mow,/mO/,#,1,1.098612289
much,/m^C/,#,937,6.844815479
muck,/m^k/,#,1,1.098612289
mud,/m^d/,#,32,3.526360525
muff,/m^f/,#,1,1.098612289
mug,/m^g/,#,1,1.098612289
mulch,/m^lC/,#,6,2.079441542
mule,/myUl/,#,4,1.791759469
mum,/m^m/,#,1,1.098612289
munch,/m^nC/,#,1,1.098612289
muse,/myUs/,#,4,1.791759469
mush,/m^S/,LFRI,1,1.098612289
muss,/m^s/,#,1,1.098612289
must,/m^st/,#,1013,6.922643891
mute,/myUt/,#,3,1.609437912
myth,/miT/,LSTRUNQ,35,3.610917913
nab,/n@b/,#,1,1.098612289
nail,/nAl/,CON,6,2.079441542
name,/nAm/,#,294,5.690359454
nap,/n@p/,#,4,1.791759469
nape,/nAp/,REG,1,1.098612289
naught,/not/,#,2,1.386294361
naw,/no/,#,1,1.098612289
nay,/nA/,#,2,1.386294361
near,/nEr/,#,198,5.298317367
neat,/nEt/,#,21,3.135494216
neck,/nek/,#,81,4.418840608
need,/nEd/,#,360,5.891644212
needs,/nEdz/,#,152,5.036952602
nerve,/nurv/,#,12,2.63905733
nest,/nest/,REG,20,3.091042453
net,/net/,#,34,3.583518938
new,/nU/,#,1635,7.400620577
news,/nUz/,#,102,4.644390899
newt,/nUt/,#,8,2.302585093
next,/nekst/,#,394,5.981414211
nice,/nIs/,#,75,4.343805422
niche,/nES/,#,3,1.609437912
nick,/nik/,#,25,3.295836866
nicks,/niks/,#,1,1.098612289
niece,/nEs/,LSTR,8,2.302585093
nigh,/nI/,#,1,1.098612289
night,/nIt/,#,411,6.023447593
nil,/nil/,#,1,1.098612289
nine,/nIn/,#,81,4.418840608
ninth,/nInT/,#,20,3.091042453
nip,/nip/,#,3,1.609437912
nix,/niks/,#,1,1.098612289
no,/nO/,#,2201,7.697575347
nod,/nad/,#,12,2.63905733
node,/nOd/,#,1,1.098612289
noise,/nYz/,#,37,3.663561646
non,/nan/,#,10,2.48490665
nonce,/nans/,#,1,1.098612289
none,/n^n/,#,108,4.700480366
nook,/nuk/,#,1,1.098612289
noon,/nUn/,#,25,3.295836866
noose,/nUs/,#,3,1.609437912
nope,/nOp/,#,1,1.098612289
nor,/nOr/,#,195,5.283203729
norm,/nOrm/,#,10,2.48490665
north,/nOrT/,#,206,5.33753808
nose,/nOz/,#,60,4.127134385
not,/nat/,#,4609,8.436200032
notch,/naC/,#,6,2.079441542
note,/nOt/,#,127,4.859812404
noun,/nWn/,UNQ,1,1.098612289
now,/nW/,#,1314,7.182352112
nude,/nUd/,EXPT,20,3.091042453
nudge,/n^j/,#,2,1.386294361
null,/n^l/,#,1,1.098612289
numb,/n^m/,#,4,1.791759469
nun,/n^n/,REG,2,1.386294361
nurse,/nurs/,#,17,2.944438979
nut,/n^t/,#,15,2.833213344
nymph,/nimf/,#,1,1.098612289
oak,/Ok/,#,15,2.833213344
oat,/Ot/,#,1,1.098612289
oath,/OT/,#,6,2.079441542
odd,/ad/,#,44,3.828641396
off,/of/,#,639,6.463029457
oft,/oft/,#,1,1.098612289
oil,/Yl/,#,93,4.553876892
old,/Old/,#,660,6.495265556
ole,/Ol/,#,1,1.098612289
once,/w^ns/,HSTR,499,6.216606101
one,/w^n/,#,3292,8.099857911
oops,/Ups/,#,1,1.098612289
ooze,/Uz/,#,2,1.386294361
orb,/Orb/,#,1,1.098612289
ore,/Or/,#,3,1.609437912
ouch,/WC/,LSTR,1,1.098612289
ought,/ot/,#,68,4.248495242
ounce,/Wns/,#,3,1.609437912
our,/Wr/,#,1252,7.134093721
oust,/Wst/,#,3,1.609437912
out,/Wt/,HEC,2096,7.648739789
owl,/Wl/,#,2,1.386294361
own,/On/,#,772,6.651571874
pace,/pAs/,#,43,3.80666249
pack,/p@k/,#,25,3.295836866
pact,/p@kt/,#,5,1.945910149
pad,/p@d/,#,8,2.302585093
page,/pAj/,HEC,66,4.219507705
paid,/pAd/,HRI,145,4.990432587
pail,/pAl/,LRIC,4,1.791759469
pain,/pAn/,#,88,4.49980967
paint,/pAnt/,#,37,3.663561646
pair,/pAr/,#,50,3.951243719
pal,/p@l/,#,2,1.386294361
pale,/pAl/,#,58,4.094344562
pall,/pol/,#,4,1.791759469
palm,/pam/,#,22,3.17805383
pan,/p@n/,#,16,2.890371758
pane,/pAn/,#,3,1.609437912
pang,/p@N/,#,1,1.098612289
pant,/p@nt/,#,1,1.098612289
pants,/p@nts/,#,9,2.397895273
pap,/p@p/,#,1,1.098612289
par,/par/,#,13,2.708050201
pare,/pAr/,#,2,1.386294361
park,/park/,#,94,4.564348191
part,/part/,#,500,6.21860012
pass,/p@s/,#,89,4.510859507
past,/p@st/,#,281,5.645446898
paste,/pAst/,#,10,2.48490665
pat,/p@t/,#,35,3.610917913
patch,/p@C/,#,13,2.708050201
pate,/pAt/,#,2,1.386294361
path,/p@T/,#,44,3.828641396
paunch,/ponC/,#,2,1.386294361
pause,/poz/,#,21,3.135494216
pave,/pAv/,#,2,1.386294361
paw,/po/,#,3,1.609437912
pawn,/pon/,#,2,1.386294361
pay,/pA/,#,172,5.159055299
pea,/pE/,REG,1,1.098612289
peace,/pEs/,#,198,5.298317367
peach,/pEC/,LRIC,3,1.609437912
peak,/pEk/,#,16,2.890371758
peal,/pEl/,#,1,1.098612289
pear,/pAr/,LFE,6,2.079441542
pearl,/purl/,#,9,2.397895273
peat,/pEt/,RI,1,1.098612289
peck,/pek/,#,5,1.945910149
pee,/pE/,#,3,1.609437912
peek,/pEk/,#,1,1.098612289
peel,/pEl/,LEC,3,1.609437912
peep,/pEp/,LRIC,2,1.386294361
peer,/pEr/,#,8,2.302585093
peg,/peg/,#,4,1.791759469
pelt,/pelt/,#,1,1.098612289
pen,/pen/,#,18,2.995732274
per,/pur/,#,371,5.92157842
perch,/purC/,#,1,1.098612289
perk,/purk/,#,1,1.098612289
pert,/purt/,#,2,1.386294361
pest,/pest/,REG,4,1.791759469
pet,/pet/,#,8,2.302585093
pew,/pyU/,#,1,1.098612289
phage,/fAj/,#,1,1.098612289
phase,/fAz/,LFE,72,4.304065093
phone,/fOn/,#,54,4.025351691
phrase,/frAz/,#,34,3.583518938
pick,/pik/,#,55,4.043051268
pie,/pI/,#,14,2.772588722
piece,/pEs/,HFRIC,129,4.875197323
pier,/pEr/,#,3,1.609437912
pierce,/pErs/,#,6,2.079441542
pig,/pig/,#,8,2.302585093
pike,/pIk/,#,41,3.761200116
pile,/pIl/,#,25,3.295836866
pill,/pil/,#,15,2.833213344
pimp,/pimp/,#,3,1.609437912
pin,/pin/,#,16,2.890371758
pinch,/pinC/,#,6,2.079441542
pine,/pIn/,#,14,2.772588722
pink,/piNk/,#,48,3.912023005
pint,/pInt/,LFE,13,2.708050201
pip,/pip/,#,23,3.218875825
pipe,/pIp/,#,20,3.091042453
piss,/pis/,#,1,1.098612289
pit,/pit/,#,14,2.772588722
pitch,/piC/,LEC,22,3.17805383
pith,/piT/,#,1,1.098612289
place,/plAs/,HEC,571,6.350885717
plaid,/pl@d/,#,1,1.098612289
plain,/plAn/,#,48,3.912023005
plan,/pl@n/,#,205,5.332718793
plane,/plAn/,#,114,4.753590191
plank,/pl@Nk/,#,7,2.197224577
plant,/pl@nt/,HRI,125,4.844187086
plate,/plAt/,HFRIC,22,3.17805383
play,/plA/,#,200,5.308267697
plea,/plE/,#,11,2.564949357
plead,/plEd/,#,5,1.945910149
please,/plEz/,#,62,4.158883083
pleat,/plEt/,#,1,1.098612289
pledge,/plej/,#,3,1.609437912
plight,/plIt/,#,7,2.197224577
plod,/plad/,REG,1,1.098612289
plot,/plat/,#,37,3.663561646
plough,/plW/,#,1,1.098612289
plow,/plW/,LFE,1,1.098612289
pluck,/pl^k/,#,2,1.386294361
plug,/pl^g/,#,23,3.218875825
plum,/pl^m/,#,1,1.098612289
plumb,/pl^m/,#,5,1.945910149
plume,/plUm/,#,2,1.386294361
plump,/pl^mp/,REG,4,1.791759469
plunge,/pl^nj/,#,5,1.945910149
plus,/pl^s/,#,72,4.304065093
plush,/pl^S/,#,3,1.609437912
poach,/pOC/,#,1,1.098612289
pod,/pad/,#,3,1.609437912
point,/pYnt/,#,395,5.983936281
poise,/pYz/,#,6,2.079441542
poke,/pOk/,#,1,1.098612289
pole,/pOl/,#,18,2.995732274
poll,/pOl/,#,9,2.397895273
pomp,/pamp/,#,1,1.098612289
pond,/pand/,#,25,3.295836866
pons,/panz/,#,4,1.791759469
pool,/pUl/,#,111,4.727387819
poor,/pOr/,#,113,4.744932128
pop,/pap/,#,8,2.302585093
pope,/pOp/,#,40,3.737669618
porch,/pOrC/,#,43,3.80666249
pore,/pOr/,#,2,1.386294361
pork,/pOrk/,LFRI,10,2.48490665
porn,/pOrn/,#,1,1.098612289
port,/pOrt/,#,21,3.135494216
pose,/pOz/,LFRI,11,2.564949357
posh,/paS/,#,1,1.098612289
post,/pOst/,#,84,4.454347296
pot,/pat/,#,28,3.401197382
pouch,/pWC/,LFRI,2,1.386294361
pound,/pWnd/,#,28,3.401197382
pour,/pOr/,#,9,2.397895273
pout,/pWt/,#,1,1.098612289
praise,/prAz/,#,17,2.944438979
pram,/pr@m/,#,1,1.098612289
prank,/pr@Nk/,#,1,1.098612289
pray,/prA/,#,12,2.63905733
preach,/prEC/,#,8,2.302585093
prep,/prep/,#,2,1.386294361
press,/pres/,#,127,4.859812404
prey,/prA/,#,7,2.197224577
price,/prIs/,#,108,4.700480366
prick,/prik/,#,2,1.386294361
pride,/prId/,#,42,3.784189634
pried,/prId/,#,1,1.098612289
priest,/prEst/,#,16,2.890371758
prim,/prim/,#,1,1.098612289
prime,/prIm/,#,45,3.850147602
prince,/prins/,#,33,3.555348061
print,/print/,#,18,2.995732274
prize,/prIz/,#,28,3.401197382
pro,/prO/,#,16,2.890371758
probe,/prOb/,#,6,2.079441542
prod,/prad/,#,2,1.386294361
prompt,/prampt/,#,11,2.564949357
prone,/prOn/,#,14,2.772588722
proof,/prUf/,#,40,3.737669618
prop,/prap/,#,7,2.197224577
prose,/prOz/,#,14,2.772588722
proud,/prWd/,#,50,3.951243719
prove,/prUv/,#,53,4.007333185
prow,/prW/,#,1,1.098612289
prowl,/prWl/,#,2,1.386294361
prune,/prUn/,#,1,1.098612289
pry,/prI/,#,6,2.079441542
psalm,/sam/,#,4,1.791759469
pub,/p^b/,#,1,1.098612289
puck,/p^k/,#,1,1.098612289
puff,/p^f/,#,1,1.098612289
puke,/pyUk/,#,1,1.098612289
pull,/pul/,HFE,51,3.970291914
pulp,/p^lp/,#,5,1.945910149
pulse,/p^ls/,#,9,2.397895273
pump,/p^mp/,LEC,11,2.564949357
pun,/p^n/,#,1,1.098612289
punch,/p^nC/,#,5,1.945910149
punk,/p^Nk/,#,2,1.386294361
punt,/p^nt/,#,1,1.098612289
pup,/p^p/,#,2,1.386294361
pure,/pyur/,#,56,4.060443011
purge,/purj/,#,2,1.386294361
purse,/purs/,#,14,2.772588722
pus,/p^s/,#,1,1.098612289
push,/puS/,#,37,3.663561646
put,/put/,HFE,437,6.084499413
putt,/p^t/,#,7,2.197224577
pyre,/pIr/,#,1,1.098612289
quack,/kw@k/,#,9,2.397895273
quail,/kwAl/,#,1,1.098612289
quaint,/kwAnt/,#,12,2.63905733
quake,/kwAk/,#,2,1.386294361
qualms,/kwalmz/,#,1,1.098612289
quart,/kwOrt/,#,3,1.609437912
quartz,/kwOrts/,#,1,1.098612289
quay,/kwA/,STR,1,1.098612289
queen,/kwEn/,#,41,3.761200116
queer,/kwEr/,#,6,2.079441542
quell,/kwel/,#,3,1.609437912
quench,/kwenC/,#,1,1.098612289
quest,/kwest/,#,16,2.890371758
queue,/kyU/,#,1,1.098612289
quick,/kwik/,#,68,4.248495242
quill,/kwil/,#,9,2.397895273
quilt,/kwilt/,#,1,1.098612289
quince,/kwins/,#,2,1.386294361
quirk,/kwurk/,#,1,1.098612289
quit,/kwit/,#,15,2.833213344
quite,/kwIt/,#,281,5.645446898
quiz,/kwiz/,#,2,1.386294361
quo,/kwO/,#,1,1.098612289
quote,/kwOt/,#,17,2.944438979
race,/rAs/,#,103,4.65396035
rack,/r@k/,REG,9,2.397895273
raft,/r@ft/,#,4,1.791759469
rag,/r@g/,#,10,2.48490665
rage,/rAj/,#,16,2.890371758
raid,/rAd/,#,10,2.48490665
rail,/rAl/,#,16,2.890371758
rain,/rAn/,#,70,4.276666119
raise,/rAz/,#,52,3.988984047
rake,/rAk/,#,11,2.564949357
ram,/r@m/,#,2,1.386294361
ramp,/r@mp/,#,6,2.079441542
ran,/r@n/,#,134,4.912654886
ranch,/r@nC/,#,27,3.36729583
rang,/r@N/,#,21,3.135494216
range,/rAnj/,#,160,5.087596335
rank,/r@Nk/,#,24,3.258096538
rant,/r@nt/,#,1,1.098612289
rap,/r@p/,#,2,1.386294361
rape,/rAp/,#,5,1.945910149
rapt,/r@pt/,#,1,1.098612289
rare,/rAr/,#,41,3.761200116
rash,/r@S/,#,1,1.098612289
rasp,/r@sp/,#,2,1.386294361
rat,/r@t/,#,6,2.079441542
rate,/rAt/,#,209,5.351858133
rave,/rAv/,LFRI,1,1.098612289
raw,/ro/,#,43,3.80666249
ray,/rA/,#,19,3.044522438
rays,/rAz/,#,1,1.098612289
raze,/rAz/,#,1,1.098612289
reach,/rEC/,#,106,4.682131227
read,/rEd/,homg,173,5.164785974
read,/red/,homg,173,5.164785974
real,/rEl/,#,260,5.568344504
realm,/relm/,#,19,3.044522438
ream,/rEm/,#,1,1.098612289
reap,/rEp/,#,3,1.609437912
rear,/rEr/,#,51,3.970291914
red,/red/,#,197,5.293304825
reed,/rEd/,#,5,1.945910149
reef,/rEf/,LRIC,11,2.564949357
reek,/rEk/,#,2,1.386294361
reel,/rEl/,#,2,1.386294361
ref,/ref/,#,1,1.098612289
reign,/rAn/,#,7,2.197224577
rein,/rAn/,#,3,1.609437912
rend,/rend/,#,1,1.098612289
rent,/rent/,#,21,3.135494216
rest,/rest/,#,163,5.105945474
retch,/reC/,#,1,1.098612289
rev,/rev/,#,33,3.555348061
rheum,/rUm/,#,1,1.098612289
rhyme,/rIm/,#,3,1.609437912
rib,/rib/,#,1,1.098612289
rice,/rIs/,HFRIC,33,3.555348061
rich,/riC/,#,74,4.33073334
ride,/rId/,#,49,3.931825633
ridge,/rij/,#,18,2.995732274
rift,/rift/,#,1,1.098612289
rig,/rig/,#,5,1.945910149
right,/rIt/,#,613,6.421622268
rile,/rIl/,#,1,1.098612289
rim,/rim/,#,5,1.945910149
rime,/rIm/,#,1,1.098612289
rind,/rInd/,#,1,1.098612289
ring,/riN/,#,47,3.891820298
rink,/riNk/,REG,2,1.386294361
rinse,/rins/,#,6,2.079441542
rip,/rip/,#,6,2.079441542
ripe,/rIp/,LEC,14,2.772588722
rise,/rIz/,#,102,4.644390899
risk,/risk/,#,54,4.025351691
rite,/rIt/,#,8,2.302585093
roach,/rOC/,#,2,1.386294361
road,/rOd/,#,197,5.293304825
roam,/rOm/,#,6,2.079441542
roar,/rOr/,#,13,2.708050201
roast,/rOst/,#,10,2.48490665
rob,/rab/,#,19,3.044522438
robe,/rOb/,#,6,2.079441542
rock,/rak/,#,75,4.343805422
rod,/rad/,HFRIC,18,2.995732274
rode,/rOd/,#,40,3.737669618
roe,/rO/,#,1,1.098612289
role,/rOl/,#,104,4.663439094
roll,/rOl/,HRI,35,3.610917913
rolled,/rOld/,REG,1,1.098612289
rome,/rOm/,#,70,4.276666119
romp,/ramp/,#,1,1.098612289
roof,/rUf/,#,59,4.110873864
rook,/ruk/,#,1,1.098612289
room,/rUm/,#,383,5.953243334
roost,/rUst/,#,1,1.098612289
root,/rUt/,HRI,30,3.465735903
rope,/rOp/,#,15,2.833213344
rose,/rOz/,#,86,4.477336814
rot,/rat/,#,8,2.302585093
rouge,/rUZ/,#,7,2.197224577
rough,/r^f/,#,41,3.761200116
round,/rWnd/,#,81,4.418840608
rouse,/rWz/,LFE,2,1.386294361
rout,/rWt/,#,1,1.098612289
route,/rUt/,homg,43,3.80666249
route,/rWt/,homg,43,3.80666249
rove,/rOv/,#,1,1.098612289
row,/rO/,homg,35,3.610917913
row,/rW/,homg,35,3.610917913
rub,/r^b/,#,6,2.079441542
rude,/rUd/,#,6,2.079441542
rue,/rU/,#,6,2.079441542
rug,/r^g/,#,13,2.708050201
rule,/rUl/,#,73,4.317488114
rum,/r^m/,#,3,1.609437912
rump,/r^mp/,#,2,1.386294361
run,/r^n/,#,212,5.365976015
rung,/r^N/,#,3,1.609437912
runt,/r^nt/,#,1,1.098612289
ruse,/rUs/,#,2,1.386294361
rush,/r^S/,#,20,3.091042453
rust,/r^st/,REG,10,2.48490665
rut,/r^t/,#,1,1.098612289
rye,/rI/,#,4,1.791759469
sack,/s@k/,#,8,2.302585093
sad,/s@d/,#,35,3.610917913
safe,/sAf/,#,58,4.094344562
sag,/s@g/,#,4,1.791759469
sage,/sAj/,#,2,1.386294361
said,/sed/,HFE,1961,7.582229194
sail,/sAl/,#,12,2.63905733
saint,/sAnt/,#,16,2.890371758
sake,/sAk/,#,41,3.761200116
sale,/sAl/,#,44,3.828641396
salt,/solt/,#,46,3.871201011
salve,/s@v/,#,3,1.609437912
same,/sAm/,#,686,6.533788838
sand,/s@nd/,HRI,28,3.401197382
sane,/sAn/,#,8,2.302585093
sang,/s@N/,#,29,3.433987204
sank,/s@Nk/,LEC,18,2.995732274
sap,/s@p/,#,1,1.098612289
sash,/s@S/,#,3,1.609437912
sat,/s@t/,#,150,5.023880521
sauce,/sos/,#,20,3.091042453
sauve,/sOv/,#,1,1.098612289
save,/sAv/,#,62,4.158883083
saw,/so/,#,352,5.869296913
sax,/s@ks/,#,6,2.079441542
say,/sA/,#,504,6.226536669
says,/sez/,HFE,200,5.308267697
scald,/skold/,#,1,1.098612289
scale,/skAl/,#,60,4.127134385
scalp,/sk@lp/,UNQ,4,1.791759469
scan,/sk@n/,#,5,1.945910149
scant,/sk@nt/,#,5,1.945910149
scar,/skar/,#,10,2.48490665
scarce,/skArs/,#,6,2.079441542
scare,/skAr/,#,3,1.609437912
scarf,/skarf/,EXPT,4,1.791759469
scene,/sEn/,#,106,4.682131227
scent,/sent/,#,6,2.079441542
scheme,/skEm/,#,33,3.555348061
schnook,/Snuk/,#,1,1.098612289
school,/skUl/,#,492,6.202535517
scold,/skOld/,#,1,1.098612289
scone,/skOn/,#,1,1.098612289
scoop,/skUp/,#,5,1.945910149
scope,/skOp/,#,27,3.36729583
score,/skOr/,#,66,4.219507705
scorn,/skOrn/,#,4,1.791759469
scotch,/skaC/,#,5,1.945910149
scour,/skWr/,#,1,1.098612289
scourge,/skurj/,#,2,1.386294361
scout,/skWt/,#,8,2.302585093
scrap,/skr@p/,#,8,2.302585093
scrape,/skrAp/,#,3,1.609437912
scratch,/skr@C/,#,9,2.397895273
scream,/skrEm/,#,13,2.708050201
screech,/skrEC/,#,1,1.098612289
screen,/skrEn/,#,48,3.912023005
screw,/skrU/,#,21,3.135494216
scribe,/skrIb/,#,4,1.791759469
scrim,/skrim/,#,1,1.098612289
script,/skript/,#,11,2.564949357
scroll,/skrOl/,#,1,1.098612289
scrub,/skr^b/,#,9,2.397895273
scuff,/sk^f/,#,1,1.098612289
sea,/sE/,#,95,4.574710979
seal,/sEl/,#,17,2.944438979
seam,/sEm/,#,9,2.397895273
sear,/sEr/,#,2,1.386294361
search,/surC/,#,66,4.219507705
seat,/sEt/,#,54,4.025351691
sect,/sekt/,#,2,1.386294361
see,/sE/,HEC,772,6.651571874
seed,/sEd/,REG,41,3.761200116
seeds,/sEdz/,REG,1,1.098612289
seek,/sEk/,#,69,4.262679877
seem,/sEm/,#,229,5.442417711
seen,/sEn/,#,279,5.638354669
seep,/sEp/,#,2,1.386294361
seize,/sEz/,STR,6,2.079441542
self,/self/,#,40,3.737669618
sell,/sel/,#,41,3.761200116
send,/send/,#,74,4.33073334
sense,/sens/,#,311,5.746203191
sent,/sent/,HFRIC,145,4.990432587
serf,/surf/,UNQ,1,1.098612289
serge,/surj/,#,5,1.945910149
serve,/surv/,#,107,4.691347882
set,/set/,#,414,6.03068526
sew,/sO/,LFE,6,2.079441542
sewn,/sOn/,#,1,1.098612289
sex,/seks/,#,84,4.454347296
shack,/S@k/,#,1,1.098612289
shade,/SAd/,#,28,3.401197382
shaft,/S@ft/,REG,11,2.564949357
shag,/S@g/,#,1,1.098612289
shah,/Sa/,#,2,1.386294361
shake,/SAk/,#,17,2.944438979
shall,/S@l/,HFE,267,5.59471138
sham,/S@m/,#,1,1.098612289
shame,/SAm/,#,21,3.135494216
shank,/S@Nk/,#,1,1.098612289
shape,/SAp/,#,85,4.465908119
shard,/Sard/,#,1,1.098612289
share,/SAr/,#,98,4.605170186
shark,/Sark/,#,1,1.098612289
sharp,/Sarp/,#,72,4.304065093
shave,/SAv/,REG,6,2.079441542
shawl,/Sol/,#,3,1.609437912
shay,/SA/,#,1,1.098612289
she,/SE/,#,2859,7.958926493
sheaf,/SEf/,#,3,1.609437912
shear,/SEr/,#,40,3.737669618
sheath,/SET/,#,4,1.791759469
shed,/Sed/,#,11,2.564949357
sheen,/SEn/,#,2,1.386294361
sheep,/SEp/,#,23,3.218875825
sheer,/SEr/,#,15,2.833213344
sheet,/SEt/,#,45,3.850147602
sheik,/SEk/,#,4,1.791759469
shelf,/Self/,#,12,2.63905733
shell,/Sel/,REG,22,3.17805383
shield,/SEld/,#,8,2.302585093
shift,/Sift/,#,41,3.761200116
shill,/Sil/,#,1,1.098612289
shim,/Sim/,#,1,1.098612289
shin,/Sin/,#,3,1.609437912
shine,/SIn/,#,5,1.945910149
ship,/Sip/,#,83,4.442651256
ships,/Sips/,REG,1,1.098612289
shirt,/Surt/,#,27,3.36729583
shit,/Sit/,#,2,1.386294361
shoal,/SOl/,#,1,1.098612289
shock,/Sak/,#,31,3.496507561
shod,/Sad/,#,2,1.386294361
shoe,/SU/,LFE,14,2.772588722
shone,/SOn/,#,5,1.945910149
shook,/Suk/,#,57,4.077537444
shoot,/SUt/,#,27,3.36729583
shop,/Sap/,#,63,4.17438727
shore,/SOr/,#,61,4.143134726
short,/SOrt/,#,212,5.365976015
shot,/Sat/,#,112,4.736198448
should,/Sud/,#,888,6.791221463
shout,/SWt/,#,9,2.397895273
shove,/S^v/,#,2,1.386294361
show,/SO/,#,287,5.666426688
shown,/SOn/,#,166,5.123963979
shrank,/Sr@Nk/,#,1,1.098612289
shred,/Sred/,#,3,1.609437912
shrewd,/SrUd/,#,8,2.302585093
shriek,/SrEk/,#,5,1.945910149
shrill,/Sril/,#,7,2.197224577
shrimp,/Srimp/,#,2,1.386294361
shrine,/SrIn/,#,7,2.197224577
shrink,/SriNk/,#,5,1.945910149
shroud,/SrWd/,#,1,1.098612289
shrub,/Sr^b/,#,1,1.098612289
shrug,/Sr^g/,#,2,1.386294361
shuck,/S^k/,#,1,1.098612289
shun,/S^n/,#,1,1.098612289
shunt,/S^nt/,#,1,1.098612289
shush,/S^S/,#,1,1.098612289
shut,/S^t/,#,46,3.871201011
shy,/SI/,#,13,2.708050201
sick,/sik/,#,51,3.970291914
side,/sId/,#,380,5.945420609
siege,/sEj/,#,6,2.079441542
sieve,/siv/,STREXPT,1,1.098612289
sift,/sift/,#,1,1.098612289
sigh,/sI/,#,11,2.564949357
sight,/sIt/,#,86,4.477336814
sign,/sIn/,HSTR,94,4.564348191
silk,/silk/,#,12,2.63905733
sill,/sil/,REG,4,1.791759469
silt,/silt/,#,1,1.098612289
sin,/sin/,#,53,4.007333185
since,/sins/,#,628,6.445719819
sine,/sIn/,#,4,1.791759469
sing,/siN/,#,34,3.583518938
sink,/siNk/,CON,23,3.218875825
sioux,/sU/,#,1,1.098612289
sip,/sip/,#,2,1.386294361
sir,/sur/,#,95,4.574710979
sit,/sit/,#,67,4.234106505
site,/sIt/,#,64,4.189654742
six,/siks/,#,220,5.402677382
sixth,/siksT/,#,26,3.33220451
size,/sIz/,HSTR,138,4.941642423
skate,/skAt/,CON,1,1.098612289
skeet,/skEt/,#,2,1.386294361
sketch,/skeC/,#,16,2.890371758
